ID,Y,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
NO0283,0,147,12,9,9,183,1050,116,849,209,0,0,40,54,384,0,0,411,0,129,129
NO0284,0,48,54,2,0,136,2681,114,771,141,0,0,26,105,507,0,0,433,0,1652,560
NO0285,0,40,79,9,2,132,2167,202,1143,145,0,0,35,30,175,1,23,196,0.0388,176,176
NO0286,0,63,6,3,4,84,530,38,160,135,1,0,27,70,615,2,0,92,0,201,167
NO0287,0,41,4,3,1,49,222,53,206,54,0,0,21,31,129,7,0,29,0,55,55
NO0288,0,26,2,1,1,75,1424,125,765,81,0,0,35,44,101,1,0,49,0,126,126
NO0289,0,26,40,8,2,141,5260,233,1733,156,0,0,26,48,400,0,0,414,0,,
NO0290,0,2,0,0,0,16,36,30,30,18,0,0,36,62,342,3,0,4,0,353,91
NO0291,0,31,29,8,5,137,2114,117,734,150,1,0,28,50,567,0,0,575,0,2122,2004
NO0292,0,13,1,1,1,18,39,38,39,25,0,0,21,18,159,0,17,159,0.0442,18,18
NO0293,0,3,0,0,2,20,173,27,97,24,0,0,29,21,1006,0,0,44,0,47,47
NO0294,0,5,0,0,0,42,438,7,72,47,0,0,22,55,691,2,17,714,0.0112,327,10
NO0295,0,87,3,3,1,146,420,91,410,203,1,0,24,43,213,6,3,161,0.0082,121,121
NO0296,0,20,1,1,1,47,2387,43,977,48,0,2,34,91,1807,0,0,1543,0,1100,110
NO0297,0,0,0,0,0,11,359,18,179,11,0,0,26,60,436,1,36,15,0.031,437,107
NO0298,0,1,0,0,0,11,30,16,17,14,1,0,21,56,1322,0,0,993,0,3,3
NO0299,0,43,6,3,0,141,1087,74,566,146,0,0,26,58,931,0,0,967,0,1494,1
NO0300,0,31,3,3,1,34,91,90,91,58,0,0,48,15,210,0,15,46,0.0375,43,42
NO0301,0,60,13,5,4,108,932,86,612,129,1,0,49,29,784,0,30,813,0.027,243,243
NO0302,0,5,41,1,0,29,388,9,59,30,0,0,24,36,328,0,0,285,0,186,153
NO0303,0,24,21,8,0,78,601,55,477,90,1,0,25,42,509,0,312,584,0.0136,58,58
NO0304,0,36,3,2,1,120,272,115,245,151,0,0,32,50,207,3,0,226,0,7,7
NO0305,0,29,3,3,0,34,171,60,170,50,0,0,41,60,494,2,23,128,0.0218,357,161
NO0306,0,18,2,1,0,195,6361,192,1498,205,1,0,22,103,606,7,0,664,0,551,240
NO0307,0,11,3,3,0,123,2844,101,752,130,0,0,33,77,374,1,2,381,0.0049,599,262
NO0308,0,0,0,0,0,83,849,150,523,84,0,0,22,28,628,1,76,661,0.0424,516,509
NO0309,0,22,0,0,2,42,259,29,110,53,0,0,23,34,568,0,88,571,0.0391,635,68
NO0310,0,6,5,4,0,20,66,65,65,28,0,0,23,54,162,4,0,106,0,67,67
NO0311,0,1,0,0,0,38,136,20,105,40,0,1,22,85,195,2,8,71,0.0197,577,256
NO0312,0,143,33,9,2,164,2883,100,1048,176,1,0,28,78,325,1,0,250,0,1465,187
NO0313,0,132,89,7,2,156,8255,226,1465,168,0,0,22,63,904,0,0,926,0,225,31
NO0314,0,11,9,4,0,95,1204,35,233,101,0,2,29,41,420,0,71,19,0.0335,179,5
NO0315,0,14,5,3,0,21,142,12,100,24,0,0,26,43,520,3,80,559,0.0429,320,187
NO0316,0,3,1,1,1,19,99,31,68,23,0,0,21,50,461,0,0,66,0,261,28
NO0317,0,96,6,5,3,146,2306,109,551,195,0,0,27,47,345,0,56,342,0.0455,1379,381
NO0318,0,27,0,0,0,109,399,71,374,123,13,1,32,39,479,0,12,282,0.0131,169,169
NO0319,0,108,10,3,0,172,3873,164,1055,218,0,0,23,71,172,0,0,181,0,853,666
NO0320,0,62,5,1,3,185,5665,111,1063,198,10,1,33,129,1152,0,15,413,0.0089,3326,2799
NO0321,0,2,0,0,0,25,50,3,42,26,0,0,37,27,802,1,14,54,0.0057,15,14
NO0322,0,19,2,2,0,85,1357,55,427,99,0,1,21,35,341,0,4,307,0.0027,674,214
NO0323,0,40,6,6,4,186,928,131,610,208,26,0,27,53,351,1,0,375,0,519,273
NO0324,0,2,0,0,0,10,25,15,22,12,0,0,37,17,290,1,88,73,0.0818,214,214
NO0325,0,2,0,0,1,9,23,9,18,11,0,0,26,40,465,0,12,392,0.0101,69,0
NO0326,0,6,0,0,0,12,34,32,32,16,0,0,47,41,283,0,0,34,0,116,76
NO0327,0,4,12,0,0,96,7587,25,253,99,0,0,32,96,1238,0,0,1299,0,138,138
NO0328,0,132,11,8,4,107,781,154,469,148,0,0,28,58,338,1,68,111,0.0836,1045,1038
NO0329,0,13,7,1,2,104,1524,32,253,112,0,0,35,49,1419,0,53,1514,0.0159,2361,251
NO0330,0,6,2,1,2,58,541,15,130,64,0,0,30,37,795,1,47,23,0.0231,1833,369
NO0331,0,41,1,1,0,97,466,92,453,112,1,0,27,42,372,1,0,19,0,593,214
NO0332,0,7,2,2,0,85,970,110,772,89,0,0,27,22,262,1,12,26,0.0138,31,16
NO0333,0,1,0,0,0,22,215,2,26,24,0,1,32,68,534,0,38,560,0.0281,1006,125
NO0334,0,13,2,1,1,52,101,49,94,65,1,0,49,15,141,1,0,144,0,,
NO0335,0,8,0,0,0,50,144,39,109,58,0,0,40,41,215,0,24,219,0.0183,39,39
NO0336,0,8,0,0,1,62,756,51,540,68,0,0,21,56,417,1,29,339,0.0116,824,362
NO0337,0,81,35,22,12,168,2540,297,1726,189,1,0,21,33,598,2,0,495,0,576,563
NO0338,0,1,0,0,0,7,30,20,30,8,0,0,25,46,93,0,0,16,0,8,8
NO0339,0,6,0,0,0,44,1894,379,585,47,0,1,30,18,534,1,17,563,0.0176,19,19
NO0340,0,4,0,0,0,23,99,37,47,24,0,0,28,64,386,0,1,33,0.0023,55,25
NO0341,0,34,13,1,0,190,3069,75,706,196,0,2,44,84,1741,0,0,1842,0,367,367
NO0342,0,6,0,0,0,10,21,21,21,13,0,0,42,49,104,0,0,105,0,268,268
NO0343,0,44,4,4,0,169,403,85,379,195,0,0,26,54,272,2,33,294,0.0306,31,31
NO0344,0,21,1,1,0,28,58,14,58,46,0,0,26,70,69,1,0,74,0,73,70
NO0345,0,6,0,0,0,11,32,21,25,17,0,0,24,35,423,1,0,271,0,24,24
NO0346,0,80,13,4,1,160,2477,138,716,207,1,0,30,56,338,1,0,178,0,551,117
NO0347,0,5,4,2,0,67,494,18,131,69,0,0,30,67,324,1,2,214,0.0022,124,50
NO0348,0,162,18,12,2,260,965,143,854,344,2,0,25,62,282,0,17,114,0.0276,148,57
NO0349,0,5,0,0,0,19,142,142,142,20,0,0,26,56,703,0,65,731,0.0162,1357,203
NO0350,0,8,1,0,2,133,1538,141,760,139,5,1,22,25,1153,1,4852,42,0.1433,596,232
NO0351,0,1,0,0,0,9,17,14,17,10,1,0,38,23,195,2,54,79,0.0558,401,401
NO0352,0,4,0,0,0,27,99,55,94,30,8,0,44,26,156,1,0,179,0,78,78
NO0353,0,8,0,0,0,50,144,39,109,58,0,0,40,41,215,0,24,219,0.0183,39,39
NO0354,0,76,11,8,3,186,897,171,808,221,1,0,21,75,1136,2,5,1167,0.0025,2606,668
NO0355,0,26,4,3,1,95,278,83,251,107,0,0,28,57,365,1,0,379,0,426,218
NO0356,0,73,18,6,2,103,1172,92,685,120,0,0,49,13,784,2,76,268,0.0461,23,23
NO0357,0,11,2,1,0,36,78,66,75,44,0,1,32,26,509,3,0,25,0,110,110
NO0358,0,31,1,1,0,42,175,52,173,56,1,0,25,38,573,1,19,580,0.0155,45,45
NO0359,0,9,3,2,1,72,624,56,276,77,0,0,22,23,189,0,1,156,0.0042,82,82
NO0360,0,22,0,0,0,58,244,91,137,71,0,0,25,56,203,2,8,188,0.0258,49,49
NO0361,0,15,1,1,1,56,1420,71,458,59,0,0,21,49,225,1,0,62,0,322,203
NO0362,0,45,17,9,2,192,1700,70,511,217,0,0,22,58,395,0,12,432,0.0116,282,62
NO0363,0,57,20,4,1,148,921,129,722,162,2,0,34,71,431,0,13,43,0.0193,186,149
NO0364,0,6,0,0,0,48,115,33,104,54,0,0,36,24,184,0,6,216,0.0276,87,87
NO0365,0,66,27,11,4,128,505,136,451,160,1,0,31,54,807,1,0,822,0,143,143
NO0366,0,6,1,1,2,27,215,6,112,29,0,1,35,53,604,0,16,312,0.0123,379,227
NO0367,0,73,9,7,2,131,3432,125,848,180,4,0,26,41,73,0,22,70,0.0811,54,33
NO0368,0,15,4,3,0,91,625,44,315,93,0,1,25,38,188,2,0,39,0,174,174
NO0369,1,516,66,36,33,336,4142,838,2816,482,1,0,23,127,1636,2,40,1600,0.006,3514,1635
NO0370,0,2,0,0,0,3,7,7,7,5,0,0,37,62,611,2,0,241,0,,
NO0371,0,12,1,1,4,23,61,48,56,37,0,0,31,48,276,6,24,269,0.0385,,
NO0372,0,93,9,4,7,144,1029,151,549,205,0,1,22,66,213,1,40,10,0.0219,446,122
NO0373,0,187,23,13,3,203,1345,216,1238,277,0,0,21,98,386,5,0,408,0,1352,148
NO0374,0,8,5,4,0,36,96,94,94,43,0,0,29,21,415,0,0,432,0,2,2
NO0375,0,148,48,20,9,162,5918,223,1578,196,3,0,30,53,382,1,28,431,0.0231,1312,1097
NO0376,0,6,0,0,0,39,185,83,115,45,1,1,42,26,289,0,51,328,0.076,14,14
NO0377,0,2,0,0,0,43,464,75,303,45,0,0,22,34,666,0,0,730,0,518,518
NO0378,0,15,3,1,1,28,88,68,79,36,3,0,31,39,362,1,31,325,0.026,1247,868
NO0379,0,38,5,2,1,258,4726,157,1148,274,25,0,29,68,879,0,30,120,0.0162,539,223
NO0380,0,24,1,1,0,83,1324,172,1094,85,0,0,22,59,361,1,0,350,0,867,779
NO0381,0,12,0,0,0,77,247,138,241,83,0,0,26,63,959,2,0,930,0,520,424
NO0382,0,2,0,0,1,10,19,15,15,13,1,0,40,104,458,3,0,482,0,134,134
NO0383,0,15,1,0,0,109,1057,82,426,122,0,0,33,39,258,0,12,269,0.0259,329,205
NO0384,0,14,0,0,0,30,69,21,65,38,0,1,51,59,573,0,0,622,0,5,5
NO0385,0,1,0,0,0,34,1910,163,462,34,0,0,22,36,258,1,0,269,0,301,298
NO0386,0,16,0,0,0,106,1730,113,850,112,0,0,21,59,362,1,0,367,0,410,222
NO0387,0,8,1,1,0,28,684,179,192,34,0,0,27,26,609,3,0,398,0,904,904
NO0388,0,0,0,0,1,9,17,7,8,10,0,0,38,22,482,0,50,416,0.0394,607,605
NO0389,0,1,6,5,0,69,292,30,181,73,0,1,32,28,94,3,22,13,0.0806,90,90
NO0390,0,8,2,2,0,87,1217,425,859,90,0,0,25,61,1232,1,0,1330,0,3264,3264
NO0391,0,43,11,5,1,142,4557,76,570,149,0,0,21,60,485,0,0,228,0,31,31
NO0392,0,97,13,10,4,128,823,242,550,168,0,1,27,38,371,3,16,391,0.0201,42,42
NO0393,0,4,0,0,0,34,156,26,67,38,0,0,36,44,492,2,23,511,0.0156,31,31
NO0394,0,8,0,0,0,32,100,80,97,43,2,2,20,95,413,1,0,433,0,515,166
NO0395,0,45,26,13,3,150,2580,389,1305,173,0,0,46,64,353,2,0,360,0,827,701
NO0396,0,59,22,8,2,163,2867,182,832,203,0,0,21,32,690,4,64,715,0.0253,670,30
NO0397,0,40,8,7,0,94,651,133,234,133,0,0,43,57,2091,1,0,617,0,248,248
NO0398,0,9,2,2,2,64,460,46,201,70,0,0,40,23,242,1,8,238,0.0245,44,37
NO0399,0,3,0,0,1,8,17,5,13,9,0,0,32,40,916,2,0,350,0,1309,1291
NO0400,0,14,1,1,0,31,143,88,143,40,0,1,36,23,209,8,0,45,0,92,92
NO0401,0,14,4,1,1,51,312,33,166,56,0,0,23,40,469,2,8,490,0.0143,338,246
NO0402,0,55,6,4,3,102,449,33,357,116,1,0,31,36,207,1,2,211,0.0094,125,125
NO0403,0,23,48,5,2,106,5786,144,784,117,0,0,21,50,513,1,0,35,0,388,51
NO0404,0,4,0,0,0,79,798,46,323,81,0,1,21,39,327,0,0,163,0,88,80
NO0405,0,69,26,8,5,170,609,123,468,210,0,0,24,47,671,0,50,667,0.0213,172,172
NO0406,0,4,1,1,0,2,7,7,7,7,0,0,29,16,68,0,10,69,0.037,75,73
NO0407,0,1,0,0,3,7,19,19,19,12,1,0,29,70,239,2,10,194,0.0198,204,158
NO0408,0,5,0,0,0,37,67,20,45,41,0,0,33,53,669,2,0,649,0,145,145
NO0409,0,36,8,6,0,86,413,122,238,106,0,0,29,23,483,0,48,68,0.0386,208,9
NO0410,0,0,0,0,0,1,1,1,1,1,0,0,32,45,416,4,0,23,0,362,0
NO0411,0,0,0,0,1,4,23,9,16,5,0,0,47,28,227,0,16,63,0.0263,81,56
NO0412,0,0,0,0,0,1,1,0,1,1,0,0,38,32,81,5,0,8,0,77,77
NO0413,0,145,16,8,5,191,3238,125,933,242,0,3,21,135,274,2,0,292,0,529,223
NO0414,0,15,1,1,3,74,444,93,275,85,1,0,21,35,343,6,390,380,0.0026,6,6
NO0415,0,182,31,13,12,223,6198,395,2548,275,2,0,27,36,537,2,0,419,0,,
NO0416,0,0,1,1,0,41,102,24,101,43,0,0,30,32,73,4,0,58,0,67,67
NO0417,0,60,25,11,3,175,4195,228,1051,197,1,0,21,56,459,1,0,514,0,58,25
NO0418,0,9,3,2,0,113,956,81,562,119,0,0,20,46,382,4,0,385,0,433,433
NO0419,0,15,0,0,1,9,39,9,31,11,0,0,34,35,591,5,0,25,0,578,198
NO0420,0,1,0,0,0,17,32,32,32,19,0,0,22,57,401,2,0,441,0,56,56
NO0421,0,5,3,2,0,15,167,18,31,22,0,1,24,42,357,6,0,380,0,477,429
NO0422,0,70,10,4,1,129,1572,108,699,132,0,1,22,86,302,2,57,35,0.0321,1363,140
NO0423,0,48,1,1,1,109,399,65,395,112,1,0,44,38,162,1,0,132,0,50,50
NO0424,0,34,20,8,2,117,2039,235,489,135,2,1,22,52,1145,3,1,1200,0.0008,1078,277
NO0425,0,4,2,1,1,56,444,20,348,59,0,1,30,26,339,2,0,270,0,68,66
NO0426,0,1,0,0,0,10,30,30,30,12,0,0,31,28,743,0,0,778,0,92,92
NO0427,0,8,0,0,0,20,40,28,35,27,0,0,32,31,95,0,147,182,0.2322,12,3
NO0428,0,159,20,12,12,109,1030,377,936,149,17,0,27,56,410,0,40,94,0.04,314,26
NO0429,0,6,7,5,0,103,240,36,225,111,0,0,32,66,1822,2,9,1947,0.0026,55,55
NO0430,0,4,2,1,0,22,62,10,44,24,0,0,29,24,598,0,15,177,0.0127,1032,141
NO0431,0,104,22,11,5,209,2263,217,892,243,2,1,32,98,1458,0,20,647,0.0083,1450,493
NO0432,0,0,0,0,0,29,74,18,46,29,0,0,29,30,98,1,0,63,0,308,308
NO0433,0,105,7,7,2,166,2503,105,559,246,1,0,26,63,143,0,0,74,0,1591,1591
NO0434,0,118,55,17,3,344,4838,239,1480,411,2,0,51,50,366,1,6,415,0.0072,155,88
NO0435,0,45,6,2,1,260,4071,155,923,280,0,0,31,71,1443,1,0,88,0,396,84
NO0436,0,38,0,0,1,36,267,48,136,41,0,1,40,43,311,0,0,116,0,1111,434
NO0437,0,26,8,5,1,27,92,89,89,43,0,0,28,30,950,3,140,51,0.0327,18,17
NO0438,0,7,1,1,0,52,158,32,103,58,0,0,23,77,503,5,13,460,0.0074,351,209
NO0439,0,20,5,3,0,116,1231,76,389,126,1,1,31,66,459,2,38,449,0.0406,392,227
NO0440,0,5,2,2,1,47,607,19,188,51,0,0,28,48,530,1,4,549,0.0072,114,82
NO0441,0,30,9,5,2,49,125,113,120,71,0,0,24,98,254,0,0,264,0,402,402
NO0442,1,334,54,17,14,223,3565,474,2138,276,1,0,34,100,966,0,14,1015,0.0069,1804,777
NO0443,0,39,2,2,1,69,434,194,376,82,1,1,29,67,466,1,0,431,0,1710,251
NO0444,0,24,21,3,0,94,948,51,235,109,0,0,36,93,412,0,0,43,0,377,171
NO0445,0,4,0,0,0,62,210,41,200,68,2,0,30,23,305,0,0,355,0,96,96
NO0446,0,21,0,0,1,148,1801,81,461,169,0,0,31,15,563,1,394,589,0.09,507,310
NO0447,0,29,0,0,0,123,457,46,445,132,0,1,23,36,169,1,4,207,0.0096,113,113
NO0448,0,9,0,0,0,14,55,21,44,15,0,0,26,31,142,3,0,20,0,4,4
NO0449,0,54,1,1,0,139,503,35,497,156,0,0,27,48,220,1,0,238,0,114,114
NO0450,0,3,2,2,1,23,225,34,87,29,1,0,27,21,240,3,17,256,0.0234,1322,385
NO0451,0,4,3,2,0,47,323,61,126,50,0,0,22,69,325,0,0,352,0,51,51
NO0452,0,48,3,3,0,84,418,127,416,109,3,0,22,59,160,1,0,155,0,114,99
NO0453,1,288,28,11,4,653,6626,212,1636,835,3,0,43,49,591,0,29,598,0.0178,935,4
NO0454,0,25,0,0,0,21,91,91,91,38,1,0,34,46,97,2,7,82,0.0388,248,139
NO0455,0,1,0,0,0,22,63,59,59,23,0,0,25,20,177,0,23,192,0.0521,1,1
NO0456,0,2,0,0,0,26,297,25,131,27,0,0,33,39,417,0,0,245,0,1339,227
NO0457,0,5,0,0,0,3,10,10,10,7,0,0,25,65,552,0,0,568,0,173,84
NO0458,0,96,19,5,9,165,1479,195,1178,184,1,0,24,65,927,0,28,445,0.0088,1018,369
NO0459,0,88,7,3,3,203,6905,187,961,239,0,0,33,134,825,2,0,305,0,585,107
NO0460,0,8,0,0,2,4,30,9,30,7,0,0,21,28,339,0,25,103,0.032,766,185
NO0461,0,9,1,1,0,40,163,28,111,46,0,1,28,24,760,3,27,799,0.01,112,112
NO0462,0,31,40,4,0,49,334,215,329,65,29,0,36,51,369,1,0,379,0,98,98
NO0463,0,51,5,2,0,273,3647,164,1235,310,0,0,21,94,730,1,0,761,0,666,666
NO0464,0,2,0,0,0,20,66,54,56,22,0,0,28,36,329,1,0,334,0,25,25
NO0465,1,304,143,53,13,341,3446,792,2202,404,4,0,22,82,290,0,0,297,0,72,65
NO0466,0,123,31,5,6,151,5420,129,1070,182,1,0,36,65,609,0,0,295,0,1009,567
NO0467,0,35,3,1,0,79,1460,34,259,90,0,0,21,41,377,0,0,228,0,1135,94
NO0468,0,0,0,0,0,6,17,13,14,6,0,0,40,61,636,1,30,749,0.0172,74,54
NO0469,0,10,2,2,0,26,63,29,58,36,1,0,31,52,1149,0,11,1074,0.0017,2887,146
NO0470,0,3,1,1,0,33,166,108,136,37,0,0,28,20,138,5,27,100,0.0341,26,3
NO0471,0,61,25,9,1,115,667,196,404,153,0,0,28,62,649,4,15,607,0.0082,338,338
NO0472,0,0,0,0,0,12,21,10,15,13,0,0,35,60,509,0,58,39,0.0503,81,81
NO0473,0,80,6,2,1,246,2575,168,1021,260,2,0,29,54,2046,1,0,2115,0,1102,462
NO0474,0,53,12,8,3,188,3648,170,801,212,0,1,31,50,687,1,12,700,0.0041,597,128
NO0475,0,62,6,2,5,155,1976,110,698,174,1,1,29,106,1684,1,0,1780,0,705,252
NO0476,0,6,7,1,3,74,1257,33,168,80,0,0,31,90,664,1,12,697,0.0124,1212,150
NO0477,0,14,0,0,0,88,1060,82,947,92,19,0,20,38,827,0,0,858,0,154,154
NO0478,0,12,2,2,0,25,94,82,82,33,0,0,31,15,1233,0,436,1277,0.0759,367,175
NO0479,0,6,2,2,1,35,137,89,137,41,6,0,31,35,248,1,84,67,0.0493,422,156
NO0480,0,3,1,1,0,45,406,46,230,48,0,0,27,31,470,2,22,299,0.0269,1095,309
NO0481,0,49,6,2,2,171,837,107,426,197,2,0,29,36,721,0,0,706,0,3207,2619
NO0482,0,25,2,1,0,84,4547,36,398,97,0,0,26,34,315,2,19,173,0.0333,710,57
NO0483,0,26,18,4,1,80,1527,58,305,92,1,0,35,52,402,0,3,125,0.0046,311,144
NO0484,0,61,16,5,5,134,5133,112,931,149,0,0,33,59,536,2,14,636,0.011,82,82
NO0485,0,32,8,4,1,118,2343,81,457,122,0,0,30,94,1210,1,0,1285,0,491,491
NO0486,0,9,3,1,0,45,152,67,148,51,0,0,29,25,240,1,0,271,0,695,695
NO0487,0,0,1,1,0,7,22,3,9,8,0,0,30,71,117,2,47,73,0.0833,48,48
NO0488,0,0,0,0,0,2,4,1,3,2,0,0,28,26,232,1,18,40,0.0349,102,38
NO0489,0,116,21,6,3,228,6041,149,1375,263,0,0,33,63,187,1,31,202,0.0545,133,104
NO0490,0,6,0,0,1,35,93,52,91,39,0,1,27,63,416,1,472,316,0.0877,1374,201
NO0491,0,119,2,0,6,114,1632,69,491,169,0,0,37,30,303,0,4,253,0.0054,947,155
NO0492,0,26,5,4,0,86,1142,54,531,100,1,0,21,55,376,2,0,285,0,260,135
NO0493,0,99,16,9,2,310,5225,201,1100,375,0,0,21,28,1163,1,134,488,0.0214,140,140
NO0494,0,18,11,9,0,74,484,164,472,81,0,0,21,47,394,3,0,426,0,295,295
NO0495,0,17,1,1,0,50,127,103,103,55,4,0,23,27,404,0,0,422,0,315,253
NO0496,0,182,60,18,6,225,1947,254,1311,277,0,0,40,72,355,2,14,25,0.0164,82,80
NO0497,0,54,32,14,2,202,3511,171,888,223,3,0,37,81,1222,1,10,1205,0.0016,4,4
NO0498,0,155,10,5,1,118,1340,118,941,125,0,0,36,71,526,2,0,468,0,469,361
NO0499,0,0,0,0,2,14,94,78,92,16,0,0,38,95,235,0,0,238,0,358,86
NO0500,0,14,2,2,1,48,960,52,427,55,0,0,32,25,431,0,3,9,0.0044,304,24
NO0501,0,51,0,0,3,90,510,133,419,99,0,0,35,20,483,1,93,481,0.0221,527,527
NO0502,0,0,0,0,0,7,30,1,5,7,0,0,25,44,252,1,23,140,0.0266,1623,115
NO0503,0,2,1,1,0,25,84,8,60,27,0,0,26,35,162,2,41,168,0.0756,104,104
NO0504,0,56,6,3,0,128,1387,68,628,152,6,0,24,55,274,1,143,53,0.0827,839,341
NO0505,0,0,0,0,1,7,18,8,14,8,0,0,33,38,450,0,0,436,0,134,134
NO0506,0,2,1,1,0,83,224,60,215,88,0,0,26,38,516,0,0,524,0,32,32
NO0507,0,102,43,11,0,187,5144,90,856,261,0,0,27,112,518,0,0,479,0,2168,557
NO0508,0,0,0,0,1,4,10,2,7,5,0,0,21,34,133,0,13,146,0.0336,807,639
NO0509,0,14,0,0,0,90,221,44,217,94,0,1,27,20,541,1,0,564,0,258,258
NO0510,0,31,5,3,3,108,3883,252,902,119,0,0,30,28,343,0,88,340,0.0515,130,130
NO0511,0,50,6,4,0,148,752,126,606,165,8,0,39,52,1130,1,0,918,0,122,122
NO0512,1,0,3,2,0,25,187,76,131,26,0,1,36,48,518,4,0,64,0,109,87
NO0513,0,3,0,0,0,8,19,15,17,10,0,2,44,77,549,2,4,287,0.0054,142,131
NO0514,0,103,15,8,0,313,5511,234,1621,370,0,0,37,48,1354,0,0,642,0,463,461
NO0515,0,0,0,0,0,13,182,19,23,13,0,0,21,33,206,0,13,4,0.028,1328,1326
NO0516,0,12,0,0,2,25,73,50,65,35,0,0,32,19,642,0,32,643,0.0212,1619,65
NO0517,0,163,97,25,16,268,6048,591,1821,318,16,0,20,136,640,1,49,82,0.0321,92,65
NO0518,0,18,7,4,1,36,283,58,99,46,0,0,23,89,173,2,44,100,0.0278,515,368
NO0519,0,4,0,0,0,71,352,37,245,74,0,0,32,39,483,1,38,402,0.0398,74,74
NO0520,0,128,8,6,0,200,3197,157,912,271,7,1,36,26,420,0,2,121,0.0023,151,47
NO0521,0,2,0,0,0,6,145,14,22,7,0,0,43,36,1001,1,5,1034,0.0029,29,29
NO0522,0,40,6,1,3,115,309,71,309,131,1,0,51,107,356,0,0,35,0,15,9
NO0523,1,432,99,25,28,340,4058,547,2409,415,16,0,37,127,162,2,27,160,0.0414,605,215
NO0524,0,218,110,34,27,192,2558,726,2277,230,1,0,30,83,432,2,0,308,0,529,525
NO0525,0,31,3,3,4,188,598,319,532,209,5,0,21,34,626,0,0,668,0,85,85
NO0526,0,117,66,4,0,218,5391,213,1403,263,1,0,36,38,652,2,61,492,0.0217,974,230
NO0527,0,13,0,0,0,30,48,48,48,42,0,0,36,41,116,1,0,134,0,23,23
NO0528,0,1,0,0,0,41,1432,31,179,42,0,1,21,46,505,1,14,454,0.0123,617,298
NO0529,0,64,2,1,0,204,6144,185,1399,220,8,0,44,49,136,0,0,82,0,505,255
NO0530,0,119,0,0,2,168,1311,250,1286,232,2,0,31,43,434,0,0,448,0,108,108
NO0531,0,2,7,1,0,90,1699,52,351,93,0,1,29,124,533,0,0,436,0,2013,329
NO0532,0,77,19,6,1,59,1074,36,343,101,0,0,23,43,107,0,2,118,0.0083,285,285
NO0533,0,1,0,0,0,3,18,17,17,4,0,0,21,54,58,0,115,38,0.2381,105,56
NO0534,0,2,0,0,0,61,124,24,120,63,0,0,34,26,81,0,0,82,0,33,33
NO0535,0,82,2,2,4,119,706,128,463,163,1,0,46,72,270,0,14,154,0.0276,34,31
NO0536,0,15,4,2,0,116,934,92,575,121,0,1,21,46,159,1,0,162,0,332,276
NO0537,0,207,72,13,3,161,2662,193,1133,219,1,0,29,71,1228,2,0,1220,0,1196,983
NO0538,0,89,9,3,2,125,3691,145,721,149,0,0,21,68,896,0,9,799,0.0032,5705,112
NO0539,0,4,0,0,0,68,421,35,238,70,0,0,43,50,620,3,19,633,0.0142,485,301
NO0540,0,99,38,6,4,215,2208,156,1044,255,10,0,35,109,1370,0,0,80,0,401,397
NO0541,0,2,0,0,0,9,17,15,16,11,0,1,32,23,477,2,31,237,0.0205,22,18
NO0542,0,25,0,0,0,83,335,113,320,97,0,0,28,22,1026,1,0,428,0,113,53
NO0543,0,46,14,4,1,237,4520,104,770,257,0,0,45,47,1317,0,99,998,0.0318,237,198
NO0544,0,188,39,24,21,182,3023,423,1302,236,1,0,22,163,775,2,0,27,0,1380,370
NO0545,0,136,17,8,1,168,1163,50,489,255,2,0,23,56,243,0,0,202,0,244,179
NO0546,0,112,50,25,8,328,2360,207,1219,394,0,0,25,105,272,3,0,281,0,1604,1417
NO0547,0,0,0,0,0,25,62,47,55,25,2,0,26,32,731,0,32,595,0.0121,258,152
NO0548,0,79,15,10,0,201,1486,276,1032,216,0,0,30,88,529,0,0,274,0,781,405
NO0549,0,32,14,7,1,110,2870,202,905,122,0,0,22,43,358,4,3,169,0.0052,270,146
NO0550,0,32,13,5,0,105,3004,148,720,122,0,0,22,82,326,0,0,378,0,809,80
NO0551,1,5,0,0,1,19,188,10,62,24,0,0,35,36,370,0,0,41,0,15,15
NO0552,0,3,0,0,0,46,406,30,75,49,0,1,25,41,268,1,42,201,0.0584,390,54
NO0553,0,67,5,5,0,145,3144,108,529,172,0,1,28,221,489,1,0,467,0,395,395
NO0554,0,0,3,2,0,5,9,9,9,7,0,2,46,43,200,1,9,215,0.0089,92,92
NO0555,0,2,2,2,0,20,81,63,81,22,0,0,27,25,136,4,0,147,0,26,26
NO0556,0,2,0,0,0,10,45,9,37,14,0,0,33,45,208,1,45,163,0.0519,178,28
NO0557,0,95,4,2,1,129,2493,68,444,177,4,0,32,109,1038,0,13,758,0.0056,431,220
NO0558,0,70,7,5,1,168,840,210,757,199,0,0,43,78,913,2,4,998,0.002,356,110
NO0559,0,5,0,0,0,11,37,33,37,14,0,1,48,31,311,0,1,314,0.0031,9,6
NO0560,0,3,1,1,1,37,459,48,254,39,0,0,22,15,432,0,11,460,0.0196,218,218
NO0561,0,7,5,3,0,67,268,44,207,69,1,0,21,89,482,2,12,221,0.0097,828,203
NO0562,0,85,8,6,0,159,875,115,866,220,2,0,21,32,217,1,31,218,0.078,100,94
NO0563,0,10,7,4,0,38,251,123,129,44,0,0,29,58,277,3,0,288,0,123,101
NO0564,0,50,7,3,2,122,858,91,657,148,0,0,28,37,316,3,31,119,0.028,1460,329
